Entity Type,License Number,Sidewalk Cafe Type,Lic Area Sq Ft,Entity Name,Camis Trade Name,Address Bldg,Address Street Name,Address Location,Address City,Address State,Address Zip Code,Camis Phone Number
SIDEWALK CAFE,1276520,Unenclosed,102,GENINO INC,VICO,1302,MADISON AVENUE,,NEW YORK,NY,10128,2128672222
SIDEWALK CAFE,1276639,Unenclosed,144,TSM RESTAURANT LLC,,524,COURT STREET,,BROOKLYN,NY,11231,7187815445
SIDEWALK CAFE,1276674,Unenclosed,770,701 W. 135TH CAFE INC.,,701,WEST  135 STREET,,NEW YORK,NY,10031,2122882937
SIDEWALK CAFE,1276890,Unenclosed,162,STIVALE 77 CORP,BAR ITALIA,1477,SECOND AVENUE,,NEW YORK,NY,10075,2122495300
SIDEWALK CAFE,1276893,Unenclosed,146,166 PARK INC.,,166,DEKALB AVENUE,,BROOKLYN,NY,11217,7188582700
SIDEWALK CAFE,1276994,Unenclosed,273,TENZAN II NEW YORK CORP.,,1714,SECOND AVENUE,,NEW YORK,NY,10128,2123693600
SIDEWALK CAFE,1277060,Unenclosed,144,1629 2ND CAFE INC.,,1629,2 AVENUE,,NEW YORK,NY,10028,2126282364
SIDEWALK CAFE,1277064,Unenclosed,40,TOTOF INC.,,168,AVENUE B,,NEW YORK,NY,10009,2128885489
SIDEWALK CAFE,1277071,Unenclosed,60,LARRY KEVIN K CORP,,751,9 AVENUE,,NEW YORK,NY,10019,2127638924
SIDEWALK CAFE,1277182,Unenclosed,158,SIGGY'S GOOD FOOD L.L.C.,,76,HENRY STREET,,BROOKLYN,NY,11201,7182373199
SIDEWALK CAFE,1277185,Unenclosed,233,163 5TH AVE REST CORP,,2,LINCOLN PLACE,,BROOKLYN,NY,11217,7186362100
SIDEWALK CAFE,1277267,Unenclosed,76,"ABBEY RESTAURANT,  INC.",RESTO,111,EAST   29 STREET,,NEW YORK,NY,10016,2126855585
SIDEWALK CAFE,1277362,Unenclosed,255,SENGUPTA FOOD SERVICES LLC,,62,PRINCE STREET,,NEW YORK,NY,10012,2122192129
SIDEWALK CAFE,1277408,Unenclosed,185,ITALIAN WINE COMPANY LLC,,38,8 AVENUE,,NEW YORK,NY,10014,9176647323
SIDEWALK CAFE,1277413,Unenclosed,303,"GUSTO GRILLED ORGANICS, INC",,519-523,6 AVENUE,,NEW YORK,NY,10011,2122020861
SIDEWALK CAFE,1277414,Unenclosed,113,SHANNON CAFE LLC,,951,2 AVENUE,,NEW YORK,NY,10022,9175432948
SIDEWALK CAFE,1277441,Unenclosed,423,ROMANOS FAMOUS PIZZA CORP.,,32-21,BROADWAY,,ASTORIA,NY,11106,9172040210
SIDEWALK CAFE,1277455,Unenclosed,173,BURKINABE ENTERTAINMENT LLC,,2271-2273,7 AVENUE,AKA ADAM CLAYTON POWELL JR BLVD,NEW YORK,NY,10030,2126907807
SIDEWALK CAFE,1277457,Unenclosed,326,"WOW BRIGDE CAFE, LLC",,168,BORINQUEN PLACE,,BROOKLYN,NY,11211,7183441147
SIDEWALK CAFE,1277458,Enclosed,,UNGS FOOD SERVICES INC.,,33-19,BROADWAY,,ASTORIA,NY,11106,7186260593
SIDEWALK CAFE,1277636,Unenclosed,140,THE EMERA GROUP INCORPORATED,,610,10 AVENUE,,NEW YORK,NY,10036,2129699100
SIDEWALK CAFE,1277645,Unenclosed,233,THINK BLEECKER LLC,,1,BLEECKER STREET,,NEW YORK,NY,10012,9176922571
SIDEWALK CAFE,1277648,Unenclosed,134,RESTO-LEON INC.,,351,EAST   12 STREET,,NEW YORK,NY,10003,2124960163
SIDEWALK CAFE,1277655,Unenclosed,320,AVENTURA RESTAURANT LLC,VAMOS,348,1 AVENUE,,NEW YORK,NY,10010,2127273565
SIDEWALK CAFE,1277773,Unenclosed,269,MEM REST CORP.,,4029,EAST TREMONT AVENUE,,BRONX,NY,10465,9175603156
SIDEWALK CAFE,1277774,Unenclosed,219,LITTLE SIAM CORP,,658,9 AVENUE,,NEW YORK,NY,10036,2129560639
SIDEWALK CAFE,1277777,Unenclosed,324,IANO CORP,,718,AMSTERDAM AVENUE,,NEW YORK,NY,10025,9172253271
SIDEWALK CAFE,1277778,Unenclosed,171,PQ UPPER WEST INC,,2463,BROADWAY,,NEW YORK,NY,10025,2123599000
SIDEWALK CAFE,1277779,Unenclosed,285,GRAMERCY THAI. INC,,311,2 AVENUE,,NEW YORK,NY,10003,2125299819
SIDEWALK CAFE,1277785,Unenclosed,200,IL MELOGRANO LLC,,501,WEST   51 STREET,,NEW YORK,NY,10019,2127579290
SIDEWALK CAFE,1277859,Unenclosed,163,C & O COFFEE SHOP INC.,,28,8 AVENUE,,NEW YORK,NY,10014,2127419266
SIDEWALK CAFE,1277876,Unenclosed,455,"LA SCALA RESTAURANT, LLC",,630,9 AVENUE,,NEW YORK,NY,10036,21233323
SIDEWALK CAFE,1277928,Unenclosed,129,SO-TAUN ENTERPRISES LLC,WAVE THAI,21-37,31 STREET,,QUEENS,NY,11105,7187776789
SIDEWALK CAFE,1277937,Unenclosed,115,"SKIBEREEN BAR, INC",THE KINSALE TAVERN,1672,3 AVENUE,,NEW YORK,NY,10128,9177579484
SIDEWALK CAFE,1277938,Unenclosed,137,RAM EATS LLC,BLOCKHEADS BURRITOS,951,AMSTERDAM AVENUE,,NEW YORK,NY,10025,2126628226
SIDEWALK CAFE,1277942,Unenclosed,212,MOSSO CORP,,300,SPRING STREET,,NEW YORK,NY,10013,3472560553
SIDEWALK CAFE,1277957,Unenclosed,361,"259 FIFTH AVENUE, LLC",A.O.C. BISTRO,259,5 AVENUE,,BROOKLYN,NY,11215,2126759472
SIDEWALK CAFE,1278036,Unenclosed,405,84 E. 4TH STREET RESTAURANT INC.,BELCOURT,84,EAST    4 STREET,,NEW YORK,NY,10003,9179571085
SIDEWALK CAFE,1278108,Unenclosed,62,"JL MEGRE CO., INC.",,120,MONTAGUE STREET,,BROOKLYN,NY,11201,5164822999
SIDEWALK CAFE,1278271,Unenclosed,136,211 AVE A RESTAURANT INC.,SHOOLBRED'S,197,2 AVENUE,,NEW YORK,NY,10003,9179693440
SIDEWALK CAFE,1278297,Unenclosed,125,"PARK SLOPE MP COMPANY, INC",,160,7 AVENUE,,BROOKLYN,NY,11215,7187889500
SIDEWALK CAFE,1278350,Unenclosed,400,KATOUNA INC,,2479,BROADWAY,,NEW YORK,NY,10025,2127216130
SIDEWALK CAFE,1278581,Unenclosed,309,CUCINA ROMANA INC,,1429,5 AVENUE,,NEW YORK,NY,10035,9172573808
SIDEWALK CAFE,1278586,Unenclosed,164,PICK A BAGEL ON SECOND INC,,1473,2 AVENUE,,NEW YORK,NY,10075,9176744800
SIDEWALK CAFE,1278587,Enclosed,501,C & V 77 ENTERPRISES LLC,,1475-77,1 AVENUE,,NEW YORK,NY,10075,2129884163
SIDEWALK CAFE,1278803,Unenclosed,206,BAR STUZZICHINI,,928,BROADWAY,,NEW YORK,NY,10010,2127805100
SIDEWALK CAFE,1279364,Unenclosed,101,SETTEBELLO LLC,,647,EAST   11 STREET,,NEW YORK,NY,10009,2127773355
SIDEWALK CAFE,1279546,Unenclosed,96,"FGNY 496 LAGUARDIA, LLC",,496,LAGUARDIA PLACE,,NEW YORK,NY,10012,2125055861
SIDEWALK CAFE,1279573,Unenclosed,148,"HALF PINT ON THOMPSON, LLC",,234,THOMPSON STREET,,NEW YORK,NY,10012,2122601088
SIDEWALK CAFE,1279584,Unenclosed,145,PRISHTINA REST. CORP,,2325,ARTHUR AVENUE,,BRONX,NY,10458,7182204254
SIDEWALK CAFE,1279912,Unenclosed,128,WATER MOON AT NYC INC.,,467,COLUMBUS AVENUE,,NEW YORK,NY,10024,9173763416
SIDEWALK CAFE,1280168,Unenclosed,212,2888 BROADWAY LLC,,2888,BROADWAY,,NEW YORK,NY,10025,2123623004
SIDEWALK CAFE,1280169,Unenclosed,264,S.A.V. ASSOCIATES INC.,,2637,BROADWAY,,NEW YORK,NY,10025,2126651141
SIDEWALK CAFE,1280217,Unenclosed,112,CALOUNE CORP.,TOURNESOL RESTAURANT,50-12,VERNON BOULEVARD,,QUEENS,NY,11101,7184724355
SIDEWALK CAFE,1280485,Unenclosed,453,G.V.S BAKERY INC,,36-21,DITMARS BOULEVARD,,QUEENS,NY,11105,7187266969
SIDEWALK CAFE,1280572,Enclosed,461,74 SEVENTH LLC,,37,BARROW STREET,,NEW YORK,NY,10014,2129806363
SIDEWALK CAFE,1280649,Unenclosed,87,PEARLSTONE BURGER CORPORATION,,77,PEARL STREET,,NEW YORK,NY,10004,2122699100
SIDEWALK CAFE,1280660,Unenclosed,131,"TWO BIKES, LLC",LITTLE GIANT FOOD & DRINK,85,ORCHARD STREET,,NEW YORK,NY,10002,2122265047
SIDEWALK CAFE,1280757,Enclosed,312,MTLC CORPORATION,,47-57,41 STREET,,SUNNYSIDE,NY,11104,7187844651
SIDEWALK CAFE,1281025,Unenclosed,311,RESTAURANT 101 INC.,,101B,DYCKMAN STREET,,NEW YORK,NY,10040,2125672288
SIDEWALK CAFE,1281431,Unenclosed,185,BEN TAS CORP,OTHELLO DELI,26-19,24 AVENUE,,QUEENS,NY,11102,7189561337
SIDEWALK CAFE,1281748,Unenclosed,400,316 BOWERY LLC,,316,BOWERY,,NEW YORK,NY,10012,2123437017
SIDEWALK CAFE,1281789,Unenclosed,142,SAMALITAS OF CALIFORNIA II LLC,,1681,1 AVENUE,,NEW YORK,NY,10128,2127375070
SIDEWALK CAFE,1281798,Unenclosed,196,"BELSTAR ICE CREAM CO, LLC",,34-20,BROADWAY,,ASTORIA,NY,11106,5163010943
SIDEWALK CAFE,1281981,Unenclosed,54,RAYNICK CORP,,205,ALLEN STREET,,NEW YORK,NY,10002,2122898226
SIDEWALK CAFE,1282036,Unenclosed,201,14TH STREET BELLA PIZZA CORP,,232,FIRST AVENUE,,NEW YORK,NY,10009,2122283869
SIDEWALK CAFE,1282220,Enclosed,370,GEISHA NYC LLC,,111,EAST   18 STREET,,NEW YORK,NY,10003,2125574445
SIDEWALK CAFE,1282359,Unenclosed,287,"TIRAMISU RESTAURANT, LLC",,1410,THIRD AVENUE,,NEW YORK,NY,10028,2129889780
SIDEWALK CAFE,1282383,Unenclosed,135,149 BROADWAY RESTAURANT LLC,,149,BROADWAY,,BROOKLYN,NY,11211,7183846343
SIDEWALK CAFE,1282391,Unenclosed,288,"DUMONT BURGER, LLC",,314,BEDFORD AVENUE,,BROOKLYN,NY,11211,7183846128
SIDEWALK CAFE,1282473,Unenclosed,520,DINOSAUR RESTAURANTS LLC,,2293,12 AVENUE,AKA 646 WEST 131 STREET,NEW YORK,NY,10027,2126941777
SIDEWALK CAFE,1282506,Enclosed,431,SHAKE SHACK 366 COLUMBUS LLC,,366,COLUMBUS AVENUE,,NEW YORK,NY,10024,2122271771
SIDEWALK CAFE,1282650,Unenclosed,149,MEATH TRAILS INC.,,61,SECOND AVENUE,,NEW YORK,NY,10003,2123880662
SIDEWALK CAFE,1282674,Unenclosed,30,JZ FOOD & WINE LLC,,47,8 AVENUE,,NEW YORK,NY,10014,2122553900
SIDEWALK CAFE,1282774,Unenclosed,146,201 REST. 95TH STREET CORP.,,201,W 95TH ST,,NEW YORK,NY,10025,6462496822
SIDEWALK CAFE,1282833,Unenclosed,417,FIASCO GROUP LLC,,323,3 AVENUE,,NEW YORK,NY,10010,2126833035
SIDEWALK CAFE,1282959,Unenclosed,143,NANOOSH BROADWAY L.L.C.,,2012,BROADWAY,,NEW YORK,NY,10023,2123627922
SIDEWALK CAFE,1282969,Unenclosed,290,"64 WEST RESTAURANT, LLC",BAR BOULUD,1900,BROADWAY,,NEW YORK,NY,10023,2125951313
SIDEWALK CAFE,1283230,Unenclosed,360,600 WEST 169TH REST. INC.,,4015,BROADWAY,,NEW YORK,NY,10032,2129281234
SIDEWALK CAFE,1283503,Unenclosed,244,CGM OTA LLC,,2170,BROADWAY,,NEW YORK,NY,10024,9175351951
SIDEWALK CAFE,1283520,Unenclosed,291,LA PERLE NOIRE CAFE AND BAKERY LLC,,420,LENOX AVENUE,,NEW YORK,NY,10037,2122341777
SIDEWALK CAFE,1283546,Unenclosed,,"DA ECIB USA, INC.",BICE RISTORANTE,7,EAST   54 STREET,,NEW YORK,NY,10022,2126881999
SIDEWALK CAFE,1283551,Unenclosed,91,"KEBAB GARDEN, INC.",,128,FIRST AVENUE,,NEW YORK,NY,10009,2122284805
SIDEWALK CAFE,1283635,Unenclosed,120,"JPS VENTURES, INC",ST. JAMES GATE,441,AMSTERDAM AVENUE,,NEW YORK,NY,10024,2123626202
SIDEWALK CAFE,1283643,Enclosed,224,JPS VENTURES INC.,ST. JAMES CAFE,441,AMSTERDAM AVENUE,,NEW YORK,NY,10024,212
SIDEWALK CAFE,1283821,Unenclosed,63,237 BEDFORD AVENUE RESTAURANT CORP.,,237,BEDFORD AVENUE,,BROOKLYN,NY,11211,7183025353
SIDEWALK CAFE,1283822,Unenclosed,235,THOMPSON REST. INC,,358,WEST   44 STREET,,NEW YORK,NY,10036,2128070916
SIDEWALK CAFE,1283835,Unenclosed,224,LIC SEAFOOD INC.,OFF THE HOOK,32-10,36 AVENUE,,QUEENS,NY,11106,7187866015
SIDEWALK CAFE,1284013,Unenclosed,412,KALAMAKI TAVERNA INC,,28-13,23 AVENUE,,ASTORIA,NY,11105,7187289056
SIDEWALK CAFE,1284057,Unenclosed,204,"MICKEY'S PLACE ON 43RD ST., LTD",BAR 43,43-06,43 STREET,,SUNNYSIDE,NY,11104,7183613090
SIDEWALK CAFE,1284842,Unenclosed,183,IL GALLO CEDRONE LTD,,116,HAVEMEYER STREET,,BROOKLYN,NY,11211,6468724085
SIDEWALK CAFE,1285032,Unenclosed,146,265 PASTRY LLC,,265,LAFAYETTE STREET,,NEW YORK,NY,10012,6465102143
SIDEWALK CAFE,1285644,Unenclosed,251,LM RESTAURANT GROUP LLC,,120,EAST   15 STREET,,NEW YORK,NY,10003,9176706632
SIDEWALK CAFE,1285652,Unenclosed,338,ARDIAN CORP,,33-07,DITMARS BOULEVARD,,QUEENS,NY,11105,7185458666
SIDEWALK CAFE,1285670,Enclosed,497,NEW KO-SUSHI JAPANESE RESTAURANT INC,,1329,2 AVENUE,,NEW YORK,NY,10021,2124391678
SIDEWALK CAFE,1285810,Unenclosed,401,LOKAL RESTAURANT CORP,,905,LORIMER STREET,,BROOKLYN,NY,11222,7185997007
SIDEWALK CAFE,1286005,Unenclosed,158,CARAPINA LLC,,233,BLEECKER STREET,,NEW YORK,NY,10014,9175828684
SIDEWALK CAFE,1286845,Unenclosed,208,SL & H BAGEL INC.,,1228,2 AVENUE,,NEW YORK,NY,10065,2129440956
SIDEWALK CAFE,1287002,Unenclosed,222,RF RESTAURANT & FOOD CORP,CAFE ESPANOL,78,CARMINE STREET,,NEW YORK,NY,10014,2126451393
SIDEWALK CAFE,1287020,Unenclosed,347,394 CITY ISLAND AVE INC,,394,CITY ISLAND AVENUE,,BRONX,NY,10464,7188859885
SIDEWALK CAFE,1287121,Unenclosed,262,BROOKLYN BAR NYC INC,EAST VILLAGE TAVERN,158,AVENUE C,,NEW YORK,NY,10009,3478376120
SIDEWALK CAFE,1287124,Enclosed,300,STEVEN JAY LLC,PARLOR STEAKHOUSE,1600,THIRD AVENUE,,NEW YORK,NY,10128,7183530002
SIDEWALK CAFE,1287126,Unenclosed,176,BB AT 55TH & 5TH LLC,,60,WEST   55 STREET,,NEW YORK,NY,10019,6469437340
SIDEWALK CAFE,1287689,Unenclosed,141,3952 BWAY CORP.,,3952,BROADWAY,,NEW YORK,NY,10032,2128575412
SIDEWALK CAFE,1287835,Unenclosed,143,NARGIS CORP,,2818,CONEY ISLAND AVENUE,,BROOKLYN,NY,11235,7188727888
SIDEWALK CAFE,1288036,Unenclosed,81,609 EDIBLES LLC,,2410,ARTHUR AVENUE,,BRONX,NY,10458,7187339879
SIDEWALK CAFE,1288706,Unenclosed,199,"GRAND SICHUAN 7 AVE., INC",,15,7 AVENUE SOUTH,,NEW YORK,NY,10014,2123616091
SIDEWALK CAFE,1289076,Unenclosed,336,EU RESTAURANT LLC,,235,EAST    4 STREET,,NEW YORK,NY,10009,9178800821
SIDEWALK CAFE,1289202,Unenclosed,390,VERO MIDTOWN LLC,,1004,2 AVENUE,,NEW YORK,NY,10022,2125336700
SIDEWALK CAFE,1289238,Unenclosed,91,ALFREDO'S COAL OVEN PIZZERIA CORP,,117,W 57TH ST,,NEW YORK,NY,10019,2126882762
SIDEWALK CAFE,1289245,Unenclosed,110,OPA-EUROPA INC,,749,9 AVENUE,,NEW YORK,NY,10019,9172457992
SIDEWALK CAFE,1289251,Unenclosed,147,M & M 28TH ST RESTAURANT LLC,,382,8 AVENUE,,NEW YORK,NY,10001,9177055119
SIDEWALK CAFE,1289261,Unenclosed,209,PASSIONE RISTORANTE LLC,,1590,LEXINGTON AVENUE,,NEW YORK,NY,10029,2126432616
SIDEWALK CAFE,1289268,Unenclosed,106,PROGETTO INC.,,352,WEST   44 STREET,,NEW YORK,NY,10036,2123994141
SIDEWALK CAFE,1289619,Unenclosed,545,FUSHA JAPANESE REST. INC.,,311,AMSTERDAM AVENUE,,NEW YORK,NY,10023,2128779300
SIDEWALK CAFE,1290047,Unenclosed,695,WOODHAVEN BLVD REST INC,,63-98,WOODHAVEN BOULEVARD,,REGO PARK,NY,11374,9177716890
SIDEWALK CAFE,1290090,Unenclosed,211,FOOTPRINT CAFE INC.,,5814,CLARENDON ROAD,,BROOKLYN,NY,11203,7184513181
SIDEWALK CAFE,1290477,Unenclosed,150,"4 RUNNERS, INC",,310,WEST   14 STREET,,NEW YORK,NY,10014,2124638626
SIDEWALK CAFE,1290541,Unenclosed,330,"LONG ISLAND CITY APPLE, LLC",,38-01,35 AVENUE,,QUEENS,NY,11101,9147772331
SIDEWALK CAFE,1292173,Unenclosed,297,WILLIAMSBURGER LLC,,342,WYTHE AVENUE,,BROOKLYN,NY,11211,6463186359
SIDEWALK CAFE,1292343,Unenclosed,175,ALFIE COMPANY LLC,,1712,1 AVENUE,,NEW YORK,NY,10128,2129879260
SIDEWALK CAFE,1292658,Enclosed,189,PRY RESTAURANT CORP,,1479,YORK AVENUE,,NEW YORK,NY,10075,9179710027
SIDEWALK CAFE,1292862,Unenclosed,652,NEW YORK STEAK HOUSE LLC,,2007,EMMONS AVENUE,,BROOKLYN,NY,11235,7184408080
SIDEWALK CAFE,1293466,Unenclosed,230,"LEXINGTON AVENUE BBQ, LLC",,181,LEXINGTON AVENUE,,NEW YORK,NY,10016,2128606466
SIDEWALK CAFE,1295792,Unenclosed,154,"CHERRY CAFE & RESTAURANT, INC.",,34-02,BROADWAY,,ASTORIA,NY,11106,7186061452
SIDEWALK CAFE,1295832,Unenclosed,467,TJ 104 RESTAURANT CORP.,,1737,YORK AVENUE,,NEW YORK,NY,10128,2128609191
SIDEWALK CAFE,1297821,Enclosed,252,3RD AVE 26 REST. CORP.,,359,3 AVENUE,,NEW YORK,NY,10016,6465260252
SIDEWALK CAFE,1298434,Unenclosed,60,SUSHI VIDA INC.,,237,DYCKMAN STREET,,NEW YORK,NY,10034,2123041217
SIDEWALK CAFE,1298516,Unenclosed,190,THE SHOREHAM LLC,,39,WEST   55 STREET,,NEW YORK,NY,10019,2129578300
SIDEWALK CAFE,1299204,Unenclosed,69,CAVATAPPO WINE BAR LLC,,347,3 AVENUE,,NEW YORK,NY,10010,9174970071
SIDEWALK CAFE,1299328,Unenclosed,363,179 THIRD AVENUE REST. INC,,179,THIRD AVENUE,200 EAST 17 STREET,NEW YORK,NY,10003,2124776066
SIDEWALK CAFE,1299566,Unenclosed,262,POINT 31 INC.,,38-01,31 AVENUE,,QUEENS,NY,11103,9176130783
SIDEWALK CAFE,1301309,Enclosed,735,RED BAMBOO ON 7TH AVENUE INC,,47-49,7 AVENUE SOUTH,,NEW YORK,NY,10014,2122552848
SIDEWALK CAFE,1301635,Unenclosed,61,BONARUE BLEU INDUSTRIES INC,,185,SULLIVAN STREET,,NEW YORK,NY,10012,2126776830
SIDEWALK CAFE,1301753,Unenclosed,725,SCUDERIA GALLO LLC,,10,DOWNING STREET,257-263  6 AVENUE,NEW YORK,NY,10014,9178154244
SIDEWALK CAFE,1301779,Enclosed,,"FRESCO BAGEL, LLC",,1239,1 AVENUE,,NEW YORK,NY,10065,2125359030
SIDEWALK CAFE,1301969,Enclosed,,"JAVIER AND DAVID RESTAURANT, CORP.",,1618,ST NICHOLAS AVENUE,,NEW YORK,NY,10040,2127811880
SIDEWALK CAFE,1304190,Unenclosed,261,CAFE LA NUEVA BAKERY INC,,85-02,37 AVENUE,,JACKSON HEIGHTS,NY,11372,7185053700
SIDEWALK CAFE,1305277,Unenclosed,77,GROOVE ENTERPRISES INC,,125,MACDOUGAL STREET,,NEW YORK,NY,10012,9177319367
SIDEWALK CAFE,1305461,Unenclosed,205,"MMR VENTURES, LLC",,42,CENTRAL PARK SOUTH,,NEW YORK,NY,10019,2126887777
SIDEWALK CAFE,1305734,Enclosed,412,POLLOS MARIO WOODHAVEN CORP.,,63-20,WOODHAVEN BOULEVARD,,REGO PARK,NY,11374,7188565883
SIDEWALK CAFE,1305870,Unenclosed,390,FIFTH & 5TH LLC,,330,FIFTH STREET,,BROOKLYN,NY,11215,7188329777
SIDEWALK CAFE,1306814,Unenclosed,308,"STEVEN JAY, LLC",,1600,3 AVENUE,,NEW YORK,NY,10128,914476588
SIDEWALK CAFE,1307585,Unenclosed,168,GAT 35 CORP.,,35,WEST   13 STREET,,NEW YORK,NY,10011,2123671979
SIDEWALK CAFE,1307588,Unenclosed,168,480 REST AMSTERDAM INC.,,480,AMSTERDAM AVENUE,,NEW YORK,NY,10024,2125794299
SIDEWALK CAFE,1307658,Unenclosed,206,802 RESTAURANT CORP,,802,9 AVENUE,,NEW YORK,NY,10019,9144692932
SIDEWALK CAFE,1307957,Unenclosed,170,BEST BOAT SEAFOOD RESTAURANT INC,,722,AMSTERDAM AVENUE,,NEW YORK,NY,10025,9175958472
SIDEWALK CAFE,1308014,Unenclosed,246,"TAPAS FOOD AND WINE, INC.",,2020,BROADWAY,,NEW YORK,NY,10023,2125952805
SIDEWALK CAFE,1308287,Unenclosed,99,247 CAFE INC.,,247,DEKALB AVENUE,,BROOKLYN,NY,11205,6314248480
SIDEWALK CAFE,1308502,Unenclosed,290,NEW ORGANICO INC.,,89,7 AVENUE SOUTH,,NEW YORK,NY,10014,6462216545
SIDEWALK CAFE,1308512,Unenclosed,233,ASB PIZZERIA INC,,1658-1660,3 AVENUE,,NEW YORK,NY,10128,2124106787
SIDEWALK CAFE,1308519,Unenclosed,190,"STINKY VINE, LLC",,282,SMITH STREET,,BROOKLYN,NY,11231,7188751500
SIDEWALK CAFE,1308601,Unenclosed,170,MANNA 2ND AVENUE LLC,,1575,2 AVENUE,,NEW YORK,NY,10028,9179028947
SIDEWALK CAFE,1308836,Unenclosed,350,J.T. CULINARY LLC,,1187,AMSTERDAM AVENUE,,NEW YORK,NY,10027,2126667042
SIDEWALK CAFE,1308999,Unenclosed,162,DESMO 916 CORP.,LAVAGNA,545,EAST    5 STREET,,NEW YORK,NY,10009,2129791005
SIDEWALK CAFE,1309076,Unenclosed,319,18 BEDFORD AVE LLC,,18,BEDFORD AVENUE,,BROOKLYN,NY,11222,6465106467
SIDEWALK CAFE,1309290,Unenclosed,850,"ABG STANDARD OPERATOR, LLC",,848,WASHINGTON STREET,,NEW YORK,NY,10014,2125131988
SIDEWALK CAFE,1309505,Unenclosed,199,2005 MAMBO SUSHI CORP,,2005,EMMONS AVENUE,,BROOKLYN,NY,11235,7186463100
SIDEWALK CAFE,1309603,Unenclosed,275,CHOW DOWN INC,,824,NINTH AVENUE,,NEW YORK,NY,10019,212765
SIDEWALK CAFE,1309731,Unenclosed,275,Q & P PIZZA INC,,28-01,STEINWAY STREET,,QUEENS,NY,11103,7182744870
SIDEWALK CAFE,1309926,Unenclosed,202,ELORA SPANISH MEXICAN RESTAURANT INC.,,272,PROSPECT PARK WEST,,BROOKLYN,NY,11215,9176555524
SIDEWALK CAFE,1309948,Unenclosed,122,"ZORROR ASIAN, INC.",,118,MONTAGUE STREET,,BROOKLYN,NY,11201,7188558688
SIDEWALK CAFE,1309963,Unenclosed,254,46-02 SKILLMAN CAFE LLC,,46-02,SKILLMAN AVENUE,,SUNNYSIDE,NY,11104,7187911501
SIDEWALK CAFE,1310081,Unenclosed,169,JTN RIVIERA CORP,,1113,FIRST AVENUE,,NEW YORK,NY,10065,2122236220
SIDEWALK CAFE,1310240,Unenclosed,108,401 W 50 TAVERN INC.,,401,WEST   50 STREET,10019,NEW YORK,NY,10019,2129699703
SIDEWALK CAFE,1310255,Unenclosed,224,1702 RATHBONES INC.,,1702,2 AVENUE,,NEW YORK,NY,10128,2122087272
SIDEWALK CAFE,1310316,Unenclosed,84,"NAHM, INC.",,690,NINTH AVENUE,,NEW YORK,NY,10036,6463318738
SIDEWALK CAFE,1310342,Unenclosed,208,CAFE STEINHOF INC.,,422,SEVENTH AVENUE,,BROOKLYN,NY,11215,7183893189
SIDEWALK CAFE,1310522,Unenclosed,306,PESCATORE 15 INC,,955-957,2 AVENUE,,NEW YORK,NY,10022,2127527151
SIDEWALK CAFE,1310867,Unenclosed,207,IL PORTO LLC,,37,WASHINGTON AVENUE,,BROOKLYN,NY,11205,9177969441
SIDEWALK CAFE,1310868,Unenclosed,88,ALI BABA'S TERRACE,,862,2 AVENUE,,NEW YORK,NY,10017,2128888622
SIDEWALK CAFE,1310960,Unenclosed,56,BELCANTATA REST. INC,,922,3 AVENUE,,NEW YORK,NY,10022,2128322021
SIDEWALK CAFE,1310982,Unenclosed,342,SEAN OG ENTERPRISES LLC,,60-02,WOODSIDE AVENUE,,QUEENS,NY,11377,7188993499
SIDEWALK CAFE,1310995,Unenclosed,275,GLOBAL ENTERTAINMENT GROUP LLC,,77-17,QUEENS BOULEVARD,,ELMHURST,NY,11373,7186519009
SIDEWALK CAFE,1311123,Unenclosed,208,MAZ MEZCAL INC.,,316,EAST   86 STREET,,NEW YORK,NY,10028,6314248480
SIDEWALK CAFE,1311161,Unenclosed,315,"SABOR LATINO I,CORP",,95-35,40 ROAD,,QUEENS,NY,11373,7184573966
SIDEWALK CAFE,1311304,Unenclosed,144,IFETA CORP,,41-15,31 AVENUE,,ASTORIA,NY,11103,7187771355
SIDEWALK CAFE,1311307,Unenclosed,68,ANAGAP RESTAURANT INC.,,531,2 AVENUE,,NEW YORK,NY,10016,2127259440
SIDEWALK CAFE,1311319,Unenclosed,98,PASTA BISTRO GRILL INC.,,93,MACDOUGAL STREET,,NEW YORK,NY,10012,2122605679
SIDEWALK CAFE,1312021,Unenclosed,35,LX AVENUE BAGELS INC.,TAI BAGELS,1228,LEXINGTON AVENUE,,NEW YORK,NY,10028,9175234972
SIDEWALK CAFE,1312039,Unenclosed,195,CURRY MAHAL INC.,,119,LEXINGTON AVENUE,,NEW YORK,NY,10016,2126856385
SIDEWALK CAFE,1312041,Unenclosed,204,CAFE CASANO LLC,,38,WEST STREET,,NEW YORK,NY,10280,2122677000
SIDEWALK CAFE,1312044,Unenclosed,320,OSTERIA CASANO LLC,,28,WEST STREET,,NEW YORK,NY,10280,2122678000
SIDEWALK CAFE,1312498,Unenclosed,188,110 VARICK ST CORP.,,110,VARICK STREET,,NEW YORK,NY,10013,2129255998
SIDEWALK CAFE,1312628,Unenclosed,108,JOS HOSPITALITY GROUP LLC,,566,AMSTERDAM AVENUE,,NEW YORK,NY,10024,6462453459
SIDEWALK CAFE,1312716,Unenclosed,184,KANG YUE USA CORP.,,107-18,70 ROAD,,FOREST HILLS,NY,11375,7182633333
